scheme,numSubscribers,in (kbps),in (mbps),in (krps)
unicast,256,102.28,0.0998828125,0.2506862745098039
unicast,256,92.32,0.09015625,0.22627450980392155
unicast,256,117.4,0.1146484375,0.2877450980392157
unicast,256,135.71,0.132529296875,0.33262254901960786
unicast,256,99.49,0.097158203125,0.24384803921568626
unicast,256,101.09,0.098720703125,0.24776960784313726
unicast,256,75.22,0.07345703125,0.1843627450980392
unicast,256,106.66,0.10416015625,0.261421568627451
unicast,256,95.45,0.093212890625,0.23394607843137255
unicast,256,107.85,0.105322265625,0.26433823529411765
unicast,256,105.47,0.102998046875,0.2585049019607843
unicast,256,117.01,0.114267578125,0.2867892156862745
unicast,256,87.95,0.085888671875,0.2155637254901961
unicast,256,99.89,0.097548828125,0.24482843137254903
unicast,256,109.84,0.107265625,0.2692156862745098
unicast,256,91.13,0.088994140625,0.2233578431372549
unicast,256,144.07,0.140693359375,0.3531127450980392
unicast,256,82.38,0.08044921875,0.20191176470588235
unicast,256,115.02,0.11232421875,0.28191176470588236
unicast,256,109.05,0.106494140625,0.2672794117647059
unicast,256,90.74,0.08861328125,0.2224019607843137
unicast,256,133.72,0.1305859375,0.3277450980392157
unicast,256,96.71,0.094443359375,0.2370343137254902
unicast,256,73.63,0.071904296875,0.1804656862745098
unicast,256,119.79,0.116982421875,0.2936029411764706
unicast,256,117.4,0.1146484375,0.2877450980392157
unicast,256,93.13,0.090947265625,0.2282598039215686
unicast,256,118.2,0.1154296875,0.2897058823529412
unicast,256,87.88,0.0858203125,0.2153921568627451
unicast,256,101.88,0.0994921875,0.24970588235294117
unicast,256,99.89,0.097548828125,0.24482843137254903
unicast,256,85.96,0.0839453125,0.2106862745098039
unicast,256,110.64,0.108046875,0.2711764705882353
unicast,256,123.77,0.120869140625,0.3033578431372549
unicast,64,315.59,0.308193359375,0.7735049019607843
unicast,64,306.04,0.2988671875,0.7500980392156863
unicast,64,315.6,0.308203125,0.7735294117647059
unicast,64,374.89,0.366103515625,0.9188480392156863
unicast,64,412.71,0.403037109375,1.0115441176470588
unicast,64,394.8,0.385546875,0.9676470588235294
unicast,64,433.4,0.4232421875,1.0622549019607843
unicast,64,296.5,0.28955078125,0.7267156862745098
unicast,64,314.8,0.307421875,0.7715686274509804
unicast,64,273.02,0.26662109375,0.6691666666666666
unicast,64,371.7,0.36298828125,0.9110294117647059
unicast,64,364.55,0.356005859375,0.8935049019607844
unicast,64,518.18,0.50603515625,1.270049019607843
unicast,64,339.08,0.3311328125,0.831078431372549
unicast,64,342.27,0.334248046875,0.8388970588235294
unicast,64,413.5,0.40380859375,1.0134803921568627
unicast,64,307.64,0.3004296875,0.7540196078431373
unicast,64,340.28,0.3323046875,0.8340196078431372
unicast,64,349.43,0.341240234375,0.8564460784313725
unicast,64,345.05,0.336962890625,0.8457107843137255
unicast,64,374.5,0.36572265625,0.9178921568627451
unicast,64,349.03,0.340849609375,0.8554656862745097
unicast,64,321.17,0.313642578125,0.7871813725490197
unicast,64,287.74,0.28099609375,0.7052450980392158
unicast,64,444.15,0.433740234375,1.0886029411764706
unicast,64,433.8,0.4236328125,1.063235294117647
unicast,64,339.88,0.3319140625,0.8330392156862745
unicast,64,271.76,0.265390625,0.666078431372549
unicast,64,302.86,0.29576171875,0.7423039215686275
unicast,64,343.06,0.33501953125,0.8408333333333333
unicast,64,288.13,0.281376953125,0.7062009803921568
unicast,64,425.04,0.415078125,1.041764705882353
unicast,64,380.87,0.371943359375,0.9335049019607843
unicast,64,136.91,0.133701171875,0.3355637254901961
